"CD_DISCENTE","ANO_INGRESSO","SEMESTRE_INGRESSO","TIPO_INGRESSO","CAMPUS","COD_CURSO","CURSO","NATURALIDADE","UF_NATURALIDADE","PAIS_NATURALIDADE","BAIRRO_ENDERECO","CIDADE_ENDERECO","UF_ENDERECO","SEXO","ANO_NASCIMENTO","COTA","TIPO_COTA","ESCOLARIDADE_PAI","ESCOLARIDADE_MAE","DEFICIENCIA"
370965,2023,2,SISU,REITOR JOAQUIM AMAZONAS,53,ENFERMAGEM,PAUDALHO,PE,BRA,CENTRO,PAUDALHO,PE,F,2004,S,L1,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO FUNDAMENTAL,N
328721,2023,1,SISU,REITOR JOAQUIM AMAZONAS,53,ENFERMAGEM,PAUDALHO,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,1995,S,L5,SUPERIOR INCOMPLETO,APERFEICOAMENTO,N
353677,2023,1,SISU,REITOR JOAQUIM AMAZONAS,53,ENFERMAGEM,PAULISTA,PE,BRA,BULTRINS,OLINDA,PE,F,2004,N,A0,ENSINO MEDIO,ENSINO MEDIO,N
370766,2023,2,SISU,REITOR JOAQUIM AMAZONAS,53,ENFERMAGEM,PAULISTA,PE,BRA,JANGA,PAULISTA,PE,F,2002,S,L3,ENSINO MEDIO,SUPERIOR INCOMPLETO,N
366214,2023,1,SISU,REITOR JOAQUIM AMAZONAS,53,ENFERMAGEM,PAULISTA,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,2004,S,L1,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO MEDIO,N
368980,2023,2,SISU,REITOR JOAQUIM AMAZONAS,53,ENFERMAGEM,PICOS,PI,BRA,VARZEA,RECIFE,PE,F,2001,N,A0,ENSINO SUPERIOR,ENSINO MEDIO,N
368428,2023,1,SISU,REITOR JOAQUIM AMAZONAS,53,ENFERMAGEM,PORTO ALEGRE,RS,BRA,BOA VIAGEM,RECIFE,PE,M,2005,S,L7,ENSINO SUPERIOR,ENSINO SUPERIOR,N
133087,2023,2,SISU,REITOR JOAQUIM AMAZONAS,53,ENFERMAGEM,QUIXERAMOBIM,CE,BRA,CIDADE UNIVERSITÁRIA,RECIFE,PE,F,1970,S,L1,,,N
369718,2023,2,SISU,REITOR JOAQUIM AMAZONAS,53,ENFERMAGEM,RECIFE,PE,BRA,PONTE DOS CARVALHOS,CABO DE SANTO AGOSTINHO,PE,F,2002,N,A0,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO FUNDAMENTAL,N
366986,2023,1,SISU,REITOR JOAQUIM AMAZONAS,53,ENFERMAGEM,RECIFE,PE,BRA,COHAB,CABO DE SANTO AGOSTINHO,PE,F,2003,N,A0,ENSINO SUPERIOR,ENSINO SUPERIOR,N
371167,2023,2,SISU,REITOR JOAQUIM AMAZONAS,53,ENFERMAGEM,RECIFE,PE,BRA,JARDIM PRIMAVERA,CAMARAGIBE,PE,F,2003,N,A0,ENSINO MEDIO,ENSINO MEDIO,N
368166,2023,1,SISU,REITOR JOAQUIM AMAZONAS,53,ENFERMAGEM,RECIFE,PE,BRA,ALBERTO MAIA,CAMARAGIBE,PE,F,2004,N,A0,ENSINO MEDIO,ENSINO MEDIO,N
370934,2023,2,SISU,REITOR JOAQUIM AMAZONAS,53,ENFERMAGEM,RECIFE,PE,BRA,CANDEIAS,JABOATÃO DOS GUARARAPES,PE,F,2004,N,A0,,ENSINO SUPERIOR,N
368255,2023,2,SISU,REITOR JOAQUIM AMAZONAS,53,ENFERMAGEM,RECIFE,PE,BRA,CANDEIAS,JABOATÃO DOS GUARARAPES,PE,F,2004,S,L7,ENSINO MEDIO,ENSINO MEDIO,N
370083,2023,2,SISU,REITOR JOAQUIM AMAZONAS,53,ENFERMAGEM,RECIFE,PE,BRA,ENGENHO VELHO,JABOATÃO DOS GUARARAPES,PE,F,2005,N,A0,ENSINO MEDIO,ENSINO MEDIO,N
368703,2023,1,SISU,REITOR JOAQUIM AMAZONAS,53,ENFERMAGEM,RECIFE,PE,BRA,CAVALEIRO,JABOATÃO DOS GUARARAPES,PE,F,2005,S,L3,ENSINO MEDIO,ENSINO FUNDAMENTAL INCOMPLETO,N
367222,2023,1,SISU,REITOR JOAQUIM AMAZONAS,53,ENFERMAGEM,RECIFE,PE,BRA,CANDEIAS,JABOATÃO DOS GUARARAPES,PE,M,1998,N,A0,,ENSINO MEDIO,N
341706,2023,2,SISU,REITOR JOAQUIM AMAZONAS,53,ENFERMAGEM,RECIFE,PE,BRA,PEIXINHOS,OLINDA,PE,F,1998,S,L1,ENSINO FUNDAMENTAL,SUPERIOR INCOMPLETO,N
369789,2023,2,SISU,REITOR JOAQUIM AMAZONAS,53,ENFERMAGEM,RECIFE,PE,BRA,PEIXINHOS,OLINDA,PE,F,2003,N,A0,,ENSINO MEDIO,N
371563,2023,2,SISU,REITOR JOAQUIM AMAZONAS,53,ENFERMAGEM,RECIFE,PE,BRA,JARDIM BRASIL,OLINDA,PE,F,2004,N,A0,ENSINO MEDIO,ENSINO SUPERIOR,N
368644,2023,1,SISU,REITOR JOAQUIM AMAZONAS,53,ENFERMAGEM,RECIFE,PE,BRA,SALGADINHO,OLINDA,PE,F,2005,S,L3,,ENSINO MEDIO,N
374473,2023,2,SISU,REITOR JOAQUIM AMAZONAS,53,ENFERMAGEM,RECIFE,PE,BRA,CENTRO,PASSIRA,PE,F,2004,S,L3,,ENSINO FUNDAMENTAL INCOMPLETO,N
293095,2023,2,SISU,REITOR JOAQUIM AMAZONAS,53,ENFERMAGEM,RECIFE,PE,BRA,JANGA,PAULISTA,PE,F,1997,N,A0,,,N
346488,2023,2,SISU,REITOR JOAQUIM AMAZONAS,53,ENFERMAGEM,RECIFE,PE,BRA,JARDIM MARANGUAPE,PAULISTA,PE,F,2002,S,L7,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO SUPERIOR,N
370992,2023,2,SISU,REITOR JOAQUIM AMAZONAS,53,ENFERMAGEM,RECIFE,PE,BRA,PARATIBE,PAULISTA,PE,F,2003,S,L3,ENSINO FUNDAMENTAL INCOMPLETO,SEGUNDO GRAU INCOMPLETO,N
370138,2023,2,SISU,REITOR JOAQUIM AMAZONAS,53,ENFERMAGEM,RECIFE,PE,BRA,MARANGUAPE I,PAULISTA,PE,M,2004,N,A0,SEGUNDO GRAU INCOMPLETO,SEGUNDO GRAU INCOMPLETO,N
304693,2023,2,SISU,REITOR JOAQUIM AMAZONAS,53,ENFERMAGEM,RECIFE,PE,BRA,JARDIM SAO PAULO,RECIFE,PE,F,1998,S,L7,SUPERIOR INCOMPLETO,APERFEICOAMENTO,S
326984,2023,1,SISU,REITOR JOAQUIM AMAZONAS,53,ENFERMAGEM,RECIFE,PE,BRA,TORROES,RECIFE,PE,F,1999,N,A0,SUPERIOR INCOMPLETO,SUPERIOR INCOMPLETO,N
341815,2023,1,SISU,REITOR JOAQUIM AMAZONAS,53,ENFERMAGEM,RECIFE,PE,BRA,PINA,RECIFE,PE,F,1999,S,L5,SUPERIOR INCOMPLETO,APERFEICOAMENTO,N
319338,2023,1,SISU,REITOR JOAQUIM AMAZONAS,53,ENFERMAGEM,RECIFE,PE,BRA,IPUTINGA,RECIFE,PE,F,2000,N,A0,SUPERIOR INCOMPLETO,ENSINO SUPERIOR,N
366586,2023,1,SISU,REITOR JOAQUIM AMAZONAS,53,ENFERMAGEM,RECIFE,PE,BRA,BOA VIAGEM,RECIFE,PE,F,2001,N,A0,ENSINO MEDIO,ENSINO MEDIO,N
356347,2023,2,SISU,REITOR JOAQUIM AMAZONAS,53,ENFERMAGEM,RECIFE,PE,BRA,PARNAMIRIM,RECIFE,PE,F,2001,S,L5,,ENSINO SUPERIOR,N
367780,2023,1,SISU,REITOR JOAQUIM AMAZONAS,53,ENFERMAGEM,RECIFE,PE,BRA,GRACAS,RECIFE,PE,F,2002,N,A0,ENSINO SUPERIOR,ENSINO MEDIO,N
371698,2023,2,SISU,REITOR JOAQUIM AMAZONAS,53,ENFERMAGEM,RECIFE,PE,BRA,CORDEIRO,RECIFE,PE,F,2003,N,A0,ENSINO SUPERIOR,ENSINO SUPERIOR,N
366131,2023,1,SISU,REITOR JOAQUIM AMAZONAS,53,ENFERMAGEM,RECIFE,PE,BRA,JIQUIA,RECIFE,PE,F,2003,N,A0,ENSINO MEDIO,ENSINO MEDIO,N
371557,2023,2,SISU,REITOR JOAQUIM AMAZONAS,53,ENFERMAGEM,RECIFE,PE,BRA,BARRO,RECIFE,PE,F,2004,N,A0,ENSINO FUNDAMENTAL,ENSINO MEDIO,N
371253,2023,1,SISU,REITOR JOAQUIM AMAZONAS,53,ENFERMAGEM,RECIFE,PE,BRA,AREIAS,RECIFE,PE,F,2004,S,L9,,ENSINO SUPERIOR,S
366765,2023,1,SISU,REITOR JOAQUIM AMAZONAS,53,ENFERMAGEM,RECIFE,PE,BRA,IBURA,RECIFE,PE,F,2005,S,L7,ENSINO MEDIO,ENSINO MEDIO,N
366598,2023,1,SISU,REITOR JOAQUIM AMAZONAS,53,ENFERMAGEM,RECIFE,PE,BRA,BOA VIAGEM,RECIFE,PE,M,2001,S,L5,,ENSINO SUPERIOR,N
371212,2023,2,SISU,REITOR JOAQUIM AMAZONAS,53,ENFERMAGEM,RECIFE,PE,BRA,VARZEA,RECIFE,PE,M,2004,S,L3,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO MEDIO,N
369300,2023,1,SISU,REITOR JOAQUIM AMAZONAS,53,ENFERMAGEM,RECIFE,PE,BRA,AGUA FRIA,RECIFE,PE,M,2005,S,L3,,ENSINO MEDIO,N
305388,2023,2,SISU,REITOR JOAQUIM AMAZONAS,53,ENFERMAGEM,RECIFE,PE,BRA,MURIBARA,SÃO LOURENÇO DA MATA,PE,F,1998,N,A0,SUPERIOR INCOMPLETO,SUPERIOR INCOMPLETO,N
369227,2023,1,SISU,REITOR JOAQUIM AMAZONAS,53,ENFERMAGEM,RIO FORMOSO,PE,BRA,CAJUEIRO SECO,JABOATÃO DOS GUARARAPES,PE,F,2001,S,L15,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO FUNDAMENTAL INCOMPLETO,S
372308,2023,2,SISU,REITOR JOAQUIM AMAZONAS,53,ENFERMAGEM,SÃO JOÃO DE MERITI,RJ,BRA,BRASILIA TEIMOSA,RECIFE,PE,F,2003,S,L7,ENSINO MEDIO,ENSINO MEDIO,N
366408,2023,1,SISU,REITOR JOAQUIM AMAZONAS,53,ENFERMAGEM,SÃO LEOPOLDO,RS,BRA,BOA VIAGEM,RECIFE,PE,F,2004,N,A0,ENSINO MEDIO,ENSINO SUPERIOR,N
370450,2023,2,SISU,REITOR JOAQUIM AMAZONAS,53,ENFERMAGEM,SAO LOURENCO DA MATA,PE,BRA,VARZEA,RECIFE,PE,F,2004,N,A0,ENSINO MEDIO,ENSINO MEDIO,N
366989,2023,1,SISU,REITOR JOAQUIM AMAZONAS,53,ENFERMAGEM,SERRA TALHADA,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,2003,N,A0,ENSINO MEDIO,ENSINO MEDIO,N
366061,2023,1,SISU,REITOR JOAQUIM AMAZONAS,53,ENFERMAGEM,SURUBIM,PE,BRA,CENTRO,CASINHAS,PE,M,2002,N,A0,ENSINO FUNDAMENTAL,ENSINO MEDIO,S
369233,2023,1,SISU,REITOR JOAQUIM AMAZONAS,53,ENFERMAGEM,TIMBAÚBA,PE,BRA,CENTRO,TIMBAÚBA,PE,F,2003,S,L3,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO MEDIO,N
365965,2023,1,SISU,REITOR JOAQUIM AMAZONAS,53,ENFERMAGEM,TIMBAÚBA,PE,BRA,CENTRO,TIMBAÚBA,PE,M,2004,S,L1,,ENSINO MEDIO,N
367291,2023,1,SISU,REITOR JOAQUIM AMAZONAS,53,ENFERMAGEM,VITÓRIA DE SANTO ANTÃO,PE,BRA,CENTRO,FEIRA NOVA,PE,F,2004,N,A0,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO SUPERIOR,N
351306,2023,2,SISU,REITOR JOAQUIM AMAZONAS,53,ENFERMAGEM,VITÓRIA DE SANTO ANTÃO,PE,BRA,MATRIZ,VITÓRIA DE SANTO ANTÃO,PE,F,2003,N,A0,ENSINO MEDIO,ENSINO MEDIO,N
372079,2023,1,TRANSFERENCIA INTERNA,REITOR JOAQUIM AMAZONAS,85,ENGENHARIA BIOMÉDICA,CABO DE SANTO AGOSTINHO,PE,BRA,PONTE DOS CARVALHOS,CABO DE SANTO AGOSTINHO,PE,F,2000,S,L2,SUPERIOR INCOMPLETO,SUPERIOR INCOMPLETO,N
322447,2023,1,TRANSFERENCIA INTERNA,REITOR JOAQUIM AMAZONAS,85,ENGENHARIA BIOMÉDICA,CABO DE SANTO AGOSTINHO,PE,BRA,PONTE DOS CARVALHOS,CABO DE SANTO AGOSTINHO,PE,F,2000,S,L2,SUPERIOR INCOMPLETO,SUPERIOR INCOMPLETO,N
372154,2023,1,TRANSFERENCIA INTERNA,REITOR JOAQUIM AMAZONAS,85,ENGENHARIA BIOMÉDICA,CABO DE SANTO AGOSTINHO,PE,BRA,CANDEIAS,JABOATÃO DOS GUARARAPES,PE,F,1977,N,A0,ENSINO FUNDAMENTAL,SUPERIOR INCOMPLETO,N
342381,2023,1,TRANSFERENCIA INTERNA,REITOR JOAQUIM AMAZONAS,85,ENGENHARIA BIOMÉDICA,CABO DE SANTO AGOSTINHO,PE,BRA,CANDEIAS,JABOATÃO DOS GUARARAPES,PE,F,1977,N,A0,ENSINO FUNDAMENTAL,SUPERIOR INCOMPLETO,N
369858,2023,1,SISU,REITOR JOAQUIM AMAZONAS,85,ENGENHARIA BIOMÉDICA,CARUARU,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,1998,N,A0,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO SUPERIOR,N
339258,2023,1,SISU,REITOR JOAQUIM AMAZONAS,85,ENGENHARIA BIOMÉDICA,GARANHUNS,PE,BRA,BOA VIAGEM,RECIFE,PE,M,2002,N,A0,SUPERIOR INCOMPLETO,APERFEICOAMENTO,N
356224,2023,1,SISU,REITOR JOAQUIM AMAZONAS,85,ENGENHARIA BIOMÉDICA,GARANHUNS,PE,BRA,CENTRO,SÃO BENTO DO UNA,PE,M,2004,N,A0,ENSINO FUNDAMENTAL INCOMPLETO,SEGUNDO GRAU INCOMPLETO,N
326178,2023,1,SISU,REITOR JOAQUIM AMAZONAS,85,ENGENHARIA BIOMÉDICA,MORENO,PE,BRA,VILA RICA,JABOATÃO DOS GUARARAPES,PE,M,1999,S,L7,ENSINO FUNDAMENTAL,APERFEICOAMENTO,N
371469,2023,1,SISU,REITOR JOAQUIM AMAZONAS,85,ENGENHARIA BIOMÉDICA,OLINDA,PE,BRA,MARANGUAPE II,PAULISTA,PE,M,1995,S,L7,ENSINO FUNDAMENTAL,ENSINO MEDIO,N
372070,2023,1,TRANSFERENCIA INTERNA,REITOR JOAQUIM AMAZONAS,85,ENGENHARIA BIOMÉDICA,PAULISTA,PE,BRA,PAU AMARELO,PAULISTA,PE,F,2002,S,L6,APERFEICOAMENTO,APERFEICOAMENTO,N
338670,2023,1,TRANSFERENCIA INTERNA,REITOR JOAQUIM AMAZONAS,85,ENGENHARIA BIOMÉDICA,PAULISTA,PE,BRA,PAU AMARELO,PAULISTA,PE,F,2002,S,L6,APERFEICOAMENTO,APERFEICOAMENTO,N
371599,2023,1,SISU,REITOR JOAQUIM AMAZONAS,85,ENGENHARIA BIOMÉDICA,PAULISTA,PE,BRA,MIRUEIRA,PAULISTA,PE,F,2002,S,L1,ENSINO MEDIO,ENSINO MEDIO,N
255841,2023,1,SISU,REITOR JOAQUIM AMAZONAS,85,ENGENHARIA BIOMÉDICA,PESQUEIRA,PE,BRA,CORDEIRO,RECIFE,PE,F,1994,N,A0,,,N
366303,2023,1,SISU,REITOR JOAQUIM AMAZONAS,85,ENGENHARIA BIOMÉDICA,PETROLINA,PE,BRA,ATRAS DA BANCA,PETROLINA,PE,F,2003,S,L1,ENSINO MEDIO,SUPERIOR INCOMPLETO,N
369881,2023,1,SISU,REITOR JOAQUIM AMAZONAS,85,ENGENHARIA BIOMÉDICA,RECIFE,PE,BRA,JARDIM PRIMAVERA,CAMARAGIBE,PE,F,2001,N,A0,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO MEDIO,N
371353,2023,1,SISU,REITOR JOAQUIM AMAZONAS,85,ENGENHARIA BIOMÉDICA,RECIFE,PE,BRA,CAVALEIRO,JABOATÃO DOS GUARARAPES,PE,F,2005,S,L1,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO MEDIO,N
366134,2023,1,SISU,REITOR JOAQUIM AMAZONAS,85,ENGENHARIA BIOMÉDICA,RECIFE,PE,BRA,CANDEIAS,JABOATÃO DOS GUARARAPES,PE,M,2004,S,L5,ENSINO SUPERIOR,ENSINO MEDIO,N
366945,2023,1,SISU,REITOR JOAQUIM AMAZONAS,85,ENGENHARIA BIOMÉDICA,RECIFE,PE,BRA,BAIRRO NOVO,OLINDA,PE,F,2002,N,A0,ENSINO SUPERIOR,ENSINO SUPERIOR,N
372063,2023,1,TRANSFERENCIA INTERNA,REITOR JOAQUIM AMAZONAS,85,ENGENHARIA BIOMÉDICA,RECIFE,PE,BRA,CIDADE TABAJARA,OLINDA,PE,M,1998,N,A0,APERFEICOAMENTO,APERFEICOAMENTO,N
320235,2023,1,TRANSFERENCIA INTERNA,REITOR JOAQUIM AMAZONAS,85,ENGENHARIA BIOMÉDICA,RECIFE,PE,BRA,CIDADE TABAJARA,OLINDA,PE,M,1998,N,A0,APERFEICOAMENTO,APERFEICOAMENTO,N
298573,2023,1,SISU,REITOR JOAQUIM AMAZONAS,85,ENGENHARIA BIOMÉDICA,RECIFE,PE,BRA,MARANGUAPE I,PAULISTA,PE,M,1997,S,L3,,,N
347114,2023,1,SISU,REITOR JOAQUIM AMAZONAS,85,ENGENHARIA BIOMÉDICA,RECIFE,PE,BRA,ESPINHEIRO,RECIFE,PE,F,2000,N,A0,SEGUNDO GRAU INCOMPLETO,ENSINO SUPERIOR,N
359102,2023,1,SISU,REITOR JOAQUIM AMAZONAS,85,ENGENHARIA BIOMÉDICA,RECIFE,PE,BRA,IPUTINGA,RECIFE,PE,F,2003,S,L5,ENSINO SUPERIOR,ENSINO SUPERIOR,N
366557,2023,1,SISU,REITOR JOAQUIM AMAZONAS,85,ENGENHARIA BIOMÉDICA,RECIFE,PE,BRA,BOA VIAGEM,RECIFE,PE,F,2004,N,A0,,SEGUNDO GRAU INCOMPLETO,N
356411,2023,1,SISU,REITOR JOAQUIM AMAZONAS,85,ENGENHARIA BIOMÉDICA,RECIFE,PE,BRA,IMBIRIBEIRA,RECIFE,PE,F,2004,N,A0,ENSINO MEDIO,ENSINO SUPERIOR,N
371582,2023,1,SISU,REITOR JOAQUIM AMAZONAS,85,ENGENHARIA BIOMÉDICA,RECIFE,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,2004,S,L3,,ENSINO MEDIO,N
367414,2023,1,SISU,REITOR JOAQUIM AMAZONAS,85,ENGENHARIA BIOMÉDICA,RECIFE,PE,BRA,SAO JOSE,RECIFE,PE,F,2004,S,L7,ENSINO SUPERIOR,ENSINO FUNDAMENTAL INCOMPLETO,N
368740,2023,1,SISU,REITOR JOAQUIM AMAZONAS,85,ENGENHARIA BIOMÉDICA,RECIFE,PE,BRA,SANTANA,RECIFE,PE,F,2005,N,A0,ENSINO SUPERIOR,ENSINO SUPERIOR,N
326852,2023,1,TRANSFERENCIA INTERNA,REITOR JOAQUIM AMAZONAS,85,ENGENHARIA BIOMÉDICA,RECIFE,PE,BRA,ENGENHO DO MEIO,RECIFE,PE,M,1996,S,L6,,SUPERIOR INCOMPLETO,N
372201,2023,1,TRANSFERENCIA INTERNA,REITOR JOAQUIM AMAZONAS,85,ENGENHARIA BIOMÉDICA,RECIFE,PE,BRA,ENGENHO DO MEIO,RECIFE,PE,M,1996,S,L6,,SUPERIOR INCOMPLETO,N
307695,2023,1,SISU,REITOR JOAQUIM AMAZONAS,85,ENGENHARIA BIOMÉDICA,RECIFE,PE,BRA,BOA VIAGEM,RECIFE,PE,M,1999,N,A0,APERFEICOAMENTO,APERFEICOAMENTO,N
339294,2023,1,TRANSFERENCIA INTERNA,REITOR JOAQUIM AMAZONAS,85,ENGENHARIA BIOMÉDICA,RECIFE,PE,BRA,SAN MARTIN,RECIFE,PE,M,2000,S,L5,SUPERIOR INCOMPLETO,APERFEICOAMENTO,N
372110,2023,1,TRANSFERENCIA INTERNA,REITOR JOAQUIM AMAZONAS,85,ENGENHARIA BIOMÉDICA,RECIFE,PE,BRA,SAN MARTIN,RECIFE,PE,M,2000,S,L5,SUPERIOR INCOMPLETO,APERFEICOAMENTO,N
369289,2023,1,SISU,REITOR JOAQUIM AMAZONAS,85,ENGENHARIA BIOMÉDICA,RECIFE,PE,BRA,AREIAS,RECIFE,PE,M,2001,S,L11,ENSINO MEDIO,SEGUNDO GRAU INCOMPLETO,S
348430,2023,1,TRANSFERENCIA INTERNA,REITOR JOAQUIM AMAZONAS,85,ENGENHARIA BIOMÉDICA,RECIFE,PE,BRA,BARRO,RECIFE,PE,M,2002,N,A0,ENSINO SUPERIOR,ENSINO SUPERIOR,N
372191,2023,1,TRANSFERENCIA INTERNA,REITOR JOAQUIM AMAZONAS,85,ENGENHARIA BIOMÉDICA,RECIFE,PE,BRA,BARRO,RECIFE,PE,M,2002,N,A0,ENSINO SUPERIOR,ENSINO SUPERIOR,N
348355,2023,1,TRANSFERENCIA INTERNA,REITOR JOAQUIM AMAZONAS,85,ENGENHARIA BIOMÉDICA,RECIFE,PE,BRA,SANTANA,RECIFE,PE,M,2002,N,A0,ENSINO SUPERIOR,ENSINO SUPERIOR,N
372211,2023,1,TRANSFERENCIA INTERNA,REITOR JOAQUIM AMAZONAS,85,ENGENHARIA BIOMÉDICA,RECIFE,PE,BRA,SANTANA,RECIFE,PE,M,2002,N,A0,ENSINO SUPERIOR,ENSINO SUPERIOR,N
370627,2023,1,SISU,REITOR JOAQUIM AMAZONAS,85,ENGENHARIA BIOMÉDICA,RECIFE,PE,BRA,CORDEIRO,RECIFE,PE,M,2003,N,A0,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO SUPERIOR,N
370021,2023,1,SISU,REITOR JOAQUIM AMAZONAS,85,ENGENHARIA BIOMÉDICA,RECIFE,PE,BRA,BOA VIAGEM,RECIFE,PE,M,2005,N,A0,ENSINO SUPERIOR,ENSINO SUPERIOR,N
370262,2023,1,SISU,REITOR JOAQUIM AMAZONAS,85,ENGENHARIA BIOMÉDICA,RECIFE,PE,BRA,BOA VIAGEM,RECIFE,PE,M,2005,N,A0,ENSINO SUPERIOR,ENSINO SUPERIOR,N
366795,2023,1,SISU,REITOR JOAQUIM AMAZONAS,85,ENGENHARIA BIOMÉDICA,RECIFE,PE,BRA,JIQUIA,RECIFE,PE,M,2005,N,A0,ENSINO SUPERIOR,ENSINO SUPERIOR,N
372335,2023,1,SISU,REITOR JOAQUIM AMAZONAS,85,ENGENHARIA BIOMÉDICA,SAO LOURENCO DA MATA,PE,BRA,CAPIBARIBE,SÃO LOURENÇO DA MATA,PE,M,2004,S,L3,ENSINO MEDIO,ENSINO MEDIO,N
370488,2023,1,SISU,REITOR JOAQUIM AMAZONAS,85,ENGENHARIA BIOMÉDICA,SAO LOURENCO DA MATA,PE,BRA,CENTRO,SÃO LOURENÇO DA MATA,PE,M,2005,S,L7,ENSINO MEDIO,ENSINO FUNDAMENTAL INCOMPLETO,N
371360,2023,1,SISU,REITOR JOAQUIM AMAZONAS,85,ENGENHARIA BIOMÉDICA,SERTÂNIA,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,2004,S,L7,ENSINO MEDIO,ENSINO MEDIO,N
367550,2023,1,SISU,REITOR JOAQUIM AMAZONAS,85,ENGENHARIA BIOMÉDICA,TIMBAÚBA,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,2000,S,L3,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO MEDIO,N
371160,2023,2,SISU,REITOR JOAQUIM AMAZONAS,39,ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA,BELÉM,PA,BRA,IMBIRIBEIRA,RECIFE,PE,F,1985,N,A0,ENSINO MEDIO,ENSINO SUPERIOR,N
370066,2023,2,SISU,REITOR JOAQUIM AMAZONAS,39,ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA,CAMARAGIBE,PE,BRA,JARDIM PRIMAVERA,CAMARAGIBE,PE,F,2004,S,L5,ENSINO MEDIO,ENSINO MEDIO,N
370966,2023,2,SISU,REITOR JOAQUIM AMAZONAS,39,ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA,CAMPINA GRANDE,PB,BRA,BREJO DE BEBERIBE,RECIFE,PE,M,2004,S,L1,ENSINO MEDIO,ENSINO MEDIO,N
371653,2023,2,SISU,REITOR JOAQUIM AMAZONAS,39,ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA,FEIRA NOVA,PE,BRA,CENTRO,FEIRA NOVA,PE,M,2002,N,A0,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO FUNDAMENTAL,N
369595,2023,2,SISU,REITOR JOAQUIM AMAZONAS,39,ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA,GAMELEIRA,PE,BRA,CENTRO,RIBEIRÃO,PE,F,2005,N,A0,,ENSINO SUPERIOR,N
371812,2023,1,SISU,REITOR JOAQUIM AMAZONAS,39,ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA,GOIANA,PE,BRA,VILA RICA,JABOATÃO DOS GUARARAPES,PE,M,2004,S,L3,ENSINO MEDIO,ENSINO MEDIO,N
371571,2023,2,SISU,REITOR JOAQUIM AMAZONAS,39,ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA,JABOATÃO DOS GUARARAPES,PE,BRA,GUARARAPES,JABOATÃO DOS GUARARAPES,PE,M,1987,S,L1,SEGUNDO GRAU INCOMPLETO,ENSINO MEDIO,N
370537,2023,1,SISU,REITOR JOAQUIM AMAZONAS,39,ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA,JABOATÃO DOS GUARARAPES,PE,BRA,CURADO IV,JABOATÃO DOS GUARARAPES,PE,M,2005,N,A0,ENSINO MEDIO,ENSINO SUPERIOR,N
368066,2023,1,SISU,REITOR JOAQUIM AMAZONAS,39,ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA,MACEIÓ,AL,BRA,MAUES,VITÓRIA DE SANTO ANTÃO,PE,M,2004,S,L1,,ENSINO FUNDAMENTAL,N
371304,2023,1,SISU,REITOR JOAQUIM AMAZONAS,39,ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA,MANAUS,AM,BRA,BOA VIAGEM,RECIFE,PE,F,2004,N,A0,ENSINO MEDIO,ENSINO SUPERIOR,N
366028,2023,2,SISU,REITOR JOAQUIM AMAZONAS,39,ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA,NAZARÉ DA MATA,PE,BRA,BAIRRO NOVO,CARPINA,PE,M,2004,S,L5,,SEGUNDO GRAU INCOMPLETO,N
370168,2023,1,SISU,REITOR JOAQUIM AMAZONAS,39,ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA,OLINDA,PE,BRA,FRAGOSO,PAULISTA,PE,F,2005,S,L1,,SEGUNDO GRAU INCOMPLETO,N
